,id_cliente,Churn,cliente.genero,cliente.idoso,cliente.parceiro,cliente.dependentes,cliente.tempo_servico,telefone.servico_telefone,telefone.varias_linhas,internet.servico_internet,internet.seguranca_online,internet.backup_online,internet.protecao_dispositivo,internet.suporte_tecnico,internet.tv_streaming,internet.filmes_streaming,conta.contrato,conta.faturamente_eletronico,conta.metodo_pagamento,conta.cobranca.mensal,conta.cobranca.Total
6105,8705-WZCYL,nao,masculino,0,nao,nao,1.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,44.8,44.8
6106,8706-HRADD,nao,masculino,0,nao,nao,21.0,nao,sem servico de telefone,DSL,sim,nao,nao,sim,sim,nao,mes a mes,sim,cheque pelo correio,43.55,1011.5
6107,8707-HOEDG,nao,feminino,0,sim,sim,70.0,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,dois anos,sim,cheque eletronico,110.2,7689.8
6108,8707-RMEZH,nao,feminino,1,sim,nao,69.0,sim,nao,fibra otica,sim,sim,nao,nao,nao,sim,um ano,nao,cartao de credito (automatico),87.3,6055.55
6109,8708-XPXHZ,sim,feminino,0,sim,sim,42.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,94.2,4186.3
6110,8709-KRDVL,nao,feminino,0,nao,nao,33.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,100.0,3320.6
6111,8710-YGLWG,nao,masculino,0,nao,nao,1.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,44.9,44.9
6112,8711-LOBKY,nao,masculino,0,sim,sim,59.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,19.85,1188.25
6113,8713-IGZSO,nao,masculino,0,nao,nao,2.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,24.85,62.0
6114,8714-CTZJW,nao,feminino,0,nao,nao,4.0,sim,nao,fibra otica,nao,nao,sim,nao,nao,sim,mes a mes,sim,cartao de credito (automatico),82.85,319.6
6115,8714-EUHJO,sim,feminino,0,sim,sim,31.0,sim,sim,fibra otica,nao,sim,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,91.15,2995.45
6116,8715-KKTFG,nao,feminino,0,sim,nao,61.0,sim,sim,fibra otica,nao,nao,sim,sim,sim,sim,um ano,sim,transferencia bancaria (automatica),103.3,6518.35
6117,8717-VCTXJ,nao,masculino,0,nao,nao,42.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,sim,cheque pelo correio,19.55,839.4
6118,8718-PTMEZ,sim,feminino,0,nao,nao,13.0,nao,sem servico de telefone,DSL,nao,sim,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,31.05,347.25
6119,8720-RQSBJ,nao,masculino,1,nao,nao,1.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,44.0,44.0
6120,8722-NGNBH,sim,masculino,0,nao,nao,5.0,nao,sem servico de telefone,DSL,sim,nao,sim,sim,nao,nao,mes a mes,nao,cheque pelo correio,40.0,223.45
6121,8722-PRFDV,nao,feminino,0,sim,sim,71.0,sim,nao,DSL,sim,nao,sim,nao,sim,sim,dois anos,nao,cartao de credito (automatico),77.55,5574.35
6122,8725-JEDFD,nao,masculino,0,nao,nao,27.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,69.05,1793.25
6123,8727-JQFHV,nao,masculino,0,sim,sim,57.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,20.75,1123.15
6124,8727-XDPUD,nao,masculino,0,nao,nao,37.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,sim,nao,dois anos,nao,cartao de credito (automatico),35.8,1316.9
6125,8728-SKJLR,nao,masculino,0,nao,nao,41.0,sim,nao,fibra otica,nao,nao,nao,sim,nao,nao,mes a mes,sim,cheque eletronico,74.25,3089.1
6126,8731-WBBMB,nao,feminino,0,sim,nao,26.0,sim,nao,DSL,nao,sim,sim,sim,sim,sim,mes a mes,nao,transferencia bancaria (automatica),81.9,2078.55
6127,8734-DKSTZ,nao,feminino,0,sim,sim,10.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,sim,mes a mes,nao,cheque eletronico,85.95,858.6
6128,8734-FNWVH,nao,masculino,0,sim,sim,31.0,sim,sim,DSL,nao,nao,nao,nao,nao,sim,mes a mes,nao,transferencia bancaria (automatica),59.7,1825.5
6129,8735-DCXNF,nao,masculino,0,sim,nao,10.0,sim,nao,DSL,sim,nao,nao,sim,nao,nao,mes a mes,sim,cartao de credito (automatico),54.95,568.85
6130,8735-IJJEG,nao,masculino,0,sim,nao,14.0,sim,nao,DSL,nao,nao,sim,nao,nao,nao,mes a mes,nao,cartao de credito (automatico),50.2,668.85
6131,8735-NBLWT,nao,masculino,0,nao,sim,9.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.4,184.1
6132,8735-SDUFN,nao,feminino,1,sim,nao,72.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),24.3,1778.7
6133,8738-JOKAR,nao,feminino,0,nao,nao,42.0,sim,nao,DSL,sim,sim,nao,sim,nao,sim,um ano,sim,cheque pelo correio,67.7,2882.25
6134,8739-QOTTN,nao,feminino,0,sim,nao,2.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.35,41.85
6135,8739-WWKDU,sim,masculino,1,nao,nao,25.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,89.5,2196.15
6136,8739-XNIKG,nao,feminino,0,nao,nao,5.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,84.0,424.75
6137,8740-CRYFY,sim,masculino,0,nao,nao,1.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,78.95,78.95
6138,8740-XLHDR,sim,masculino,0,nao,nao,5.0,nao,sem servico de telefone,DSL,sim,sim,sim,sim,nao,nao,mes a mes,sim,cheque pelo correio,43.25,219.0
6139,8741-LQOBK,nao,feminino,0,sim,sim,46.0,nao,sem servico de telefone,DSL,sim,sim,nao,nao,nao,nao,mes a mes,nao,transferencia bancaria (automatica),35.05,1620.25
6140,8745-PVESG,nao,feminino,0,nao,nao,57.0,nao,sem servico de telefone,DSL,sim,nao,sim,sim,nao,nao,um ano,sim,cartao de credito (automatico),41.1,2258.25
6141,8746-BFOAJ,nao,masculino,1,nao,nao,21.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,transferencia bancaria (automatica),20.5,429.55
6142,8746-OQQRW,nao,masculino,0,nao,nao,4.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,25.25,101.9
6143,8747-UDCOI,nao,feminino,0,sim,nao,65.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),19.35,1319.95
6144,8749-CLJXC,nao,masculino,0,nao,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.05,20.05
6145,8749-JMNKX,sim,masculino,1,sim,nao,51.0,sim,sim,fibra otica,sim,nao,sim,nao,sim,nao,mes a mes,sim,transferencia bancaria (automatica),93.8,4750.95
6146,8749-TZYEC,nao,masculino,0,sim,nao,72.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),24.8,1874.3
6147,8750-QWZAJ,nao,feminino,0,sim,sim,70.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),19.8,1378.75
6148,8751-EDEKA,nao,feminino,0,sim,nao,28.0,sim,nao,fibra otica,nao,sim,sim,nao,nao,sim,mes a mes,nao,cartao de credito (automatico),89.9,2433.5
6149,8752-GHJFU,nao,masculino,1,sim,nao,71.0,sim,sim,fibra otica,sim,sim,sim,sim,nao,nao,um ano,sim,cheque eletronico,92.0,6585.2
6150,8752-IMQOS,nao,masculino,0,sim,sim,5.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cheque pelo correio,20.1,85.1
6151,8752-STIVR,sim,feminino,0,nao,nao,4.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,79.0,303.15
6152,8755-IWJHN,nao,masculino,1,sim,nao,69.0,sim,sim,fibra otica,nao,sim,sim,nao,nao,sim,mes a mes,sim,transferencia bancaria (automatica),95.35,6382.0
6153,8755-OGKNA,nao,feminino,0,sim,sim,57.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),19.5,1167.6
6154,8756-RDDLT,nao,feminino,0,nao,nao,68.0,nao,sem servico de telefone,DSL,nao,sim,nao,sim,nao,sim,mes a mes,nao,cheque eletronico,44.95,3085.35
6155,8757-TFHHJ,nao,masculino,0,nao,nao,1.0,sim,nao,DSL,sim,nao,nao,nao,nao,nao,mes a mes,sim,cartao de credito (automatico),49.8,49.8
6156,8760-ZRHKE,nao,feminino,1,sim,sim,71.0,sim,sim,DSL,sim,sim,nao,nao,sim,nao,um ano,nao,cheque eletronico,69.2,4982.5
6157,8761-NSOBC,sim,masculino,0,nao,nao,44.0,sim,nao,fibra otica,nao,sim,nao,sim,sim,sim,mes a mes,nao,cheque eletronico,100.55,4398.15
6158,8763-KIAFH,nao,feminino,0,sim,sim,27.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,sim,cheque pelo correio,20.55,583.3
6159,8766-PAFNE,nao,masculino,0,sim,nao,71.0,sim,nao,DSL,nao,sim,sim,sim,sim,sim,dois anos,sim,cartao de credito (automatico),79.1,5564.85
6160,8769-KKTPH,nao,feminino,0,sim,sim,63.0,sim,sim,fibra otica,sim,nao,nao,nao,sim,sim,um ano,sim,cartao de credito (automatico),99.65,6311.2
6161,8773-HHUOZ,sim,feminino,0,nao,sim,17.0,sim,nao,DSL,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque pelo correio,64.7,1093.1
6162,8774-GSBUN,nao,masculino,0,sim,nao,72.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,25.4,1797.1
6163,8775-CEBBJ,sim,feminino,0,nao,nao,9.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,transferencia bancaria (automatica),44.2,403.35
6164,8775-ERLNB,nao,masculino,1,sim,nao,1.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,74.3,74.3
6165,8775-LHDJH,sim,feminino,1,sim,nao,1.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,90.6,90.6
6166,8777-MBMTS,nao,feminino,1,sim,nao,65.0,sim,nao,fibra otica,nao,sim,sim,sim,sim,sim,dois anos,sim,cartao de credito (automatico),105.85,6725.5
6167,8777-PVYGU,nao,feminino,0,sim,nao,52.0,sim,nao,DSL,sim,nao,sim,nao,sim,nao,um ano,sim,cheque pelo correio,64.3,3410.6
6168,8778-LMWTJ,nao,feminino,0,nao,nao,9.0,sim,nao,fibra otica,sim,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,74.85,708.2
6169,8779-QRDMV,sim,masculino,1,nao,nao,1.0,nao,sem servico de telefone,DSL,nao,nao,sim,nao,nao,sim,mes a mes,sim,cheque eletronico,39.65,39.65
6170,8779-YIQQA,nao,masculino,0,sim,sim,21.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cheque pelo correio,19.8,350.1
6171,8780-IHCRN,nao,masculino,0,sim,sim,63.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),24.65,1574.5
6172,8780-IXSTS,sim,feminino,0,nao,nao,6.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,90.1,521.3
6173,8780-RSYYU,nao,feminino,0,nao,nao,25.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,cartao de credito (automatico),19.2,532.1
6174,8780-YRMTT,nao,feminino,0,nao,nao,66.0,nao,sem servico de telefone,DSL,sim,sim,sim,sim,nao,nao,dois anos,sim,cheque pelo correio,47.4,3177.25
6175,8782-LKFPK,nao,masculino,0,nao,nao,44.0,sim,sim,fibra otica,nao,nao,sim,nao,nao,sim,mes a mes,sim,cheque pelo correio,90.4,4063.0
6176,8782-NUUOL,nao,masculino,0,nao,nao,60.0,sim,nao,DSL,sim,nao,sim,sim,sim,sim,um ano,nao,cheque pelo correio,79.0,4801.1
6177,8784-CGILN,sim,feminino,0,nao,nao,18.0,sim,sim,fibra otica,nao,nao,nao,sim,sim,sim,mes a mes,sim,transferencia bancaria (automatica),99.85,1776.95
6178,8785-CJSHH,nao,feminino,0,sim,nao,60.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,99.8,5985.75
6179,8785-EPNCG,sim,masculino,0,nao,nao,11.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cartao de credito (automatico),23.15,245.2
6180,8788-DOXSU,nao,masculino,0,nao,nao,59.0,sim,nao,DSL,nao,nao,sim,nao,nao,sim,um ano,sim,transferencia bancaria (automatica),61.35,3645.5
6181,8791-GFXLZ,nao,masculino,0,nao,nao,12.0,sim,nao,DSL,nao,sim,nao,nao,nao,nao,mes a mes,sim,transferencia bancaria (automatica),49.05,593.05
6182,8792-AOROI,nao,feminino,0,sim,nao,8.0,sim,nao,DSL,sim,nao,nao,sim,nao,sim,dois anos,nao,cheque pelo correio,65.5,564.35
6183,8799-OXZMD,nao,feminino,0,nao,nao,28.0,nao,sem servico de telefone,DSL,nao,nao,sim,nao,nao,nao,mes a mes,sim,cheque pelo correio,29.75,790.7
6184,8800-JOOCF,nao,feminino,0,nao,sim,12.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,84.05,966.55
6185,8800-ZKRFW,nao,feminino,0,sim,sim,30.0,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,mes a mes,sim,cheque eletronico,107.5,3242.5
6186,8802-UNOJF,sim,masculino,1,nao,nao,12.0,sim,nao,fibra otica,nao,sim,sim,sim,nao,nao,mes a mes,sim,cheque pelo correio,83.8,1029.75
6187,8805-JNRAZ,nao,feminino,0,nao,nao,2.0,sim,nao,DSL,nao,sim,nao,nao,nao,nao,mes a mes,nao,cheque pelo correio,49.2,103.7
6188,8806-EAGWC,sim,masculino,0,nao,nao,3.0,sim,nao,DSL,nao,nao,nao,nao,sim,nao,mes a mes,nao,cheque pelo correio,55.15,159.15
6189,8807-ARQET,nao,feminino,0,nao,nao,41.0,nao,sem servico de telefone,DSL,nao,sim,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,40.35,1677.85
6190,8807-OPMBM,nao,feminino,0,sim,sim,55.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,cartao de credito (automatico),25.65,1388.0
6191,8808-ELEHO,sim,masculino,1,nao,nao,8.0,sim,sim,fibra otica,nao,nao,sim,nao,nao,nao,mes a mes,sim,cheque eletronico,81.25,585.95
6192,8809-RIHDD,sim,masculino,0,sim,sim,72.0,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,dois anos,sim,cheque eletronico,103.4,7372.65
6193,8809-XKHMD,nao,masculino,0,sim,nao,72.0,sim,sim,fibra otica,sim,sim,nao,sim,nao,sim,dois anos,sim,transferencia bancaria (automatica),100.55,7325.1
6194,8812-ZRHFP,nao,feminino,0,sim,sim,30.0,sim,nao,fibra otica,nao,nao,sim,nao,nao,sim,um ano,nao,cheque eletronico,86.45,2538.05
6195,8815-LMFLX,nao,masculino,0,sim,sim,25.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,transferencia bancaria (automatica),25.4,546.85
6196,8816-VXNZD,sim,feminino,0,nao,nao,1.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,75.1,75.1
6197,8818-DOPVL,nao,feminino,1,nao,nao,46.0,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,104.45,4863.85
6198,8818-XYFCQ,sim,masculino,0,sim,sim,32.0,sim,sim,fibra otica,sim,nao,nao,nao,sim,sim,mes a mes,sim,cartao de credito (automatico),99.55,3204.65
6199,8819-IMISP,nao,masculino,0,nao,nao,31.0,sim,sim,fibra otica,nao,sim,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,80.45,2429.1
6200,8819-WFGGJ,nao,masculino,0,sim,nao,68.0,nao,sem servico de telefone,DSL,sim,nao,sim,nao,sim,sim,dois anos,sim,transferencia bancaria (automatica),54.1,3794.5
6201,8819-ZBYNA,nao,feminino,0,sim,nao,58.0,sim,sim,fibra otica,sim,sim,nao,sim,sim,sim,dois anos,sim,cartao de credito (automatico),109.1,6393.65
6202,8821-KVZKQ,nao,feminino,0,sim,sim,70.0,nao,sem servico de telefone,DSL,nao,sim,sim,sim,sim,sim,um ano,sim,transferencia bancaria (automatica),58.4,4113.15
6203,8821-XNHVZ,sim,feminino,0,sim,sim,1.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque pelo correio,80.05,80.05
6204,8822-KNBHV,nao,feminino,0,nao,nao,48.0,sim,sim,DSL,sim,sim,sim,nao,sim,sim,um ano,sim,cartao de credito (automatico),83.45,3887.85
6205,8823-RLPWL,nao,feminino,0,sim,nao,72.0,sim,sim,fibra otica,sim,sim,sim,nao,sim,sim,dois anos,sim,cartao de credito (automatico),110.65,8065.65
6206,8824-RWFXJ,sim,masculino,0,sim,sim,3.0,sim,nao,DSL,nao,sim,sim,nao,nao,nao,mes a mes,sim,cheque pelo correio,56.15,168.15
6207,8835-VSDSE,sim,feminino,0,sim,nao,2.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,70.7,141.45
6208,8837-VVWLQ,sim,feminino,0,nao,nao,8.0,sim,nao,fibra otica,sim,nao,nao,nao,sim,nao,mes a mes,nao,cheque eletronico,84.95,668.4
6209,8838-GPHZP,nao,feminino,0,nao,nao,63.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,cheque pelo correio,20.6,1298.7
6210,8840-DQLGN,sim,feminino,1,sim,nao,35.0,sim,sim,fibra otica,sim,sim,nao,sim,sim,nao,mes a mes,sim,transferencia bancaria (automatica),100.5,3653.35
6211,8844-TONUD,sim,masculino,0,sim,sim,13.0,sim,nao,fibra otica,nao,nao,sim,nao,sim,sim,mes a mes,sim,cheque pelo correio,96.65,1162.85
6212,8845-LWKGE,nao,feminino,0,sim,sim,30.0,sim,nao,DSL,nao,nao,sim,sim,sim,nao,um ano,sim,cheque eletronico,64.5,1985.15
6213,8847-GEOOQ,nao,masculino,0,sim,nao,60.0,nao,sem servico de telefone,DSL,nao,sim,sim,sim,sim,sim,mes a mes,sim,transferencia bancaria (automatica),60.2,3582.4
6214,8849-AYPTR,nao,masculino,0,sim,nao,33.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,nao,cheque eletronico,91.25,2964.05
6215,8849-GYOKR,sim,feminino,0,sim,nao,54.0,sim,sim,fibra otica,sim,sim,nao,nao,sim,sim,um ano,nao,transferencia bancaria (automatica),106.55,5763.3
6216,8849-PRIQJ,nao,feminino,0,sim,sim,67.0,sim,sim,fibra otica,sim,nao,sim,sim,sim,sim,um ano,sim,cheque eletronico,109.4,7281.6
6217,8851-RAGOV,nao,feminino,0,sim,nao,25.0,sim,nao,DSL,sim,sim,nao,sim,nao,sim,mes a mes,sim,cheque pelo correio,71.05,1837.7
6218,8853-TZDGH,nao,feminino,0,nao,nao,72.0,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,dois anos,sim,transferencia bancaria (automatica),111.6,8012.75
6219,8854-CCVSQ,sim,masculino,0,nao,nao,18.0,sim,sim,fibra otica,nao,sim,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,80.65,1451.9
6220,8857-CUPFQ,nao,masculino,0,sim,nao,63.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,19.25,1237.65
6221,8859-AXJZP,nao,masculino,0,sim,sim,39.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,cheque pelo correio,23.8,903.8
6222,8859-DZTGQ,nao,masculino,0,nao,nao,33.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,20.35,689.75
6223,8859-YSTWS,nao,masculino,0,nao,nao,48.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,transferencia bancaria (automatica),19.95,1004.5
6224,8861-HGGKB,sim,feminino,0,nao,nao,10.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,sim,mes a mes,nao,cheque eletronico,86.45,830.85
6225,8865-TNMNX,nao,masculino,0,sim,sim,10.0,sim,nao,DSL,nao,sim,nao,nao,nao,nao,um ano,nao,cheque pelo correio,49.55,475.7
6226,8868-GAGIO,nao,masculino,0,sim,nao,45.0,sim,sim,fibra otica,sim,nao,sim,nao,nao,nao,mes a mes,sim,cheque pelo correio,84.55,3713.95
6227,8868-WOZGU,sim,masculino,0,nao,nao,28.0,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,105.7,2979.5
6228,8869-LIHMK,nao,feminino,0,nao,nao,64.0,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,dois anos,sim,transferencia bancaria (automatica),115.1,7334.05
6229,8869-TORSS,sim,feminino,0,nao,nao,48.0,sim,nao,DSL,sim,nao,sim,sim,nao,nao,um ano,sim,cartao de credito (automatico),60.35,2896.4
6230,8871-JLMHM,nao,feminino,0,sim,nao,68.0,sim,sim,fibra otica,nao,sim,sim,sim,nao,nao,dois anos,nao,cartao de credito (automatico),90.2,6297.65
6231,8873-GLDMH,nao,feminino,0,nao,nao,6.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,73.85,401.3
6232,8873-TMKGR,nao,masculino,0,nao,nao,29.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cheque pelo correio,19.1,529.5
6233,8874-EJNSR,nao,masculino,0,sim,sim,39.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,25.2,987.95
6234,8875-AKBYH,nao,masculino,1,nao,nao,20.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,84.35,1745.2
6235,8878-HMWBV,sim,masculino,0,nao,nao,3.0,sim,nao,DSL,nao,nao,sim,nao,nao,nao,mes a mes,sim,cheque eletronico,49.15,169.05
6236,8878-RYUKI,nao,feminino,0,nao,nao,52.0,sim,nao,DSL,nao,nao,sim,nao,nao,sim,mes a mes,sim,cheque eletronico,59.45,3043.7
6237,8879-XUAHX,nao,masculino,0,sim,nao,71.0,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,dois anos,sim,cheque eletronico,116.25,8564.75
6238,8879-ZKJOF,nao,feminino,0,nao,nao,41.0,sim,nao,DSL,sim,nao,sim,sim,sim,sim,um ano,sim,transferencia bancaria (automatica),79.85,3320.75
6239,8882-TLVRW,nao,masculino,0,sim,sim,69.0,nao,sem servico de telefone,DSL,sim,nao,sim,sim,nao,nao,dois anos,nao,cheque pelo correio,39.1,2779.5
6240,8883-ANODQ,nao,feminino,0,sim,sim,68.0,sim,sim,fibra otica,nao,sim,sim,nao,nao,nao,dois anos,sim,cartao de credito (automatico),84.4,5746.75
6241,8883-GRDWQ,nao,masculino,1,nao,nao,20.0,sim,nao,DSL,sim,nao,nao,sim,nao,nao,um ano,nao,cheque pelo correio,54.0,1055.9
6242,8884-ADFVN,sim,masculino,1,sim,nao,7.0,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,101.95,700.85
6243,8884-FEEWR,nao,masculino,0,nao,nao,35.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,transferencia bancaria (automatica),20.6,754.0
6244,8884-MRNSU,nao,masculino,0,sim,sim,17.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,transferencia bancaria (automatica),19.9,329.75
6245,8885-QSQBX,nao,feminino,0,nao,nao,1.0,sim,nao,DSL,sim,nao,nao,nao,nao,nao,mes a mes,nao,transferencia bancaria (automatica),49.55,49.55
6246,8887-IPQNC,nao,feminino,0,sim,nao,7.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,44.25,313.45
6247,8894-JVDCV,nao,feminino,0,nao,nao,62.0,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,um ano,sim,cartao de credito (automatico),115.05,7133.45
6248,8896-BQTTI,nao,masculino,0,nao,nao,1.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,cheque pelo correio,25.0,25.0
6249,8896-RAZCR,nao,feminino,0,nao,sim,44.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,19.9,868.1
6250,8898-KASCD,nao,masculino,0,nao,nao,39.0,nao,sem servico de telefone,DSL,nao,nao,sim,sim,nao,nao,um ano,nao,cheque pelo correio,35.55,1309.15
